"Province_State";"Country_Region";"Lat";"Long_";"Confirmed";"Deaths"
"Pennsylvania";"US";39.97172723;-79.02699593;11750;271
"Pennsylvania";"US";41.44634738;-76.51246591;639;24
"Pennsylvania";"US";41.82147784;-75.80071959;4355;73
"Pennsylvania";"US";41.77255149;-77.25433032;5339;142
"Pennsylvania";"US";NA;NA;0;0
"Pennsylvania";"US";40.96188846;-77.05996014;7949;108
"Pennsylvania";"US";41.40323442;-79.75845449;7642;160
"Pennsylvania";"US";41.81304978;-79.26969577;4866;147
"Pennsylvania";"US";40.19208869;-80.24582867;28693;420
"Pennsylvania";"US";41.64938475;-75.29956506;6258;120
"Pennsylvania";"US";40.3137798;-79.46615476;49730;958
"Pennsylvania";"US";41.51955538;-76.01074915;3067;68
"Pennsylvania";"US";39.9210089;-76.73040131;68294;1052
"Puerto Rico";"US";18.180117;-66.754367;596;0
"Puerto Rico";"US";18.360255;-67.175131;2225;0
"Puerto Rico";"US";18.459681;-67.120815;2718;0
"Puerto Rico";"US";18.251619;-66.126806;1468;0
"Puerto Rico";"US";18.131361;-66.264131;918;0
"Puerto Rico";"US";18.287985;-67.120611;1241;0
"Puerto Rico";"US";18.406631;-66.675077;4115;0
"Puerto Rico";"US";17.998457;-66.056546;399;0
"Puerto Rico";"US";18.445533;-66.560531;1042;0
"Puerto Rico";"US";18.201592;-66.30963;1545;0
"Puerto Rico";"US";18.34946;-66.168435;13670;0
"Puerto Rico";"US";18.040993;-67.154391;1566;0
"Puerto Rico";"US";18.211615;-66.050779;7993;0
"Puerto Rico";"US";18.418578;-66.860206;1576;0
"Puerto Rico";"US";18.328802;-65.887612;2668;0
"Puerto Rico";"US";18.374986;-65.956831;11470;0
"Puerto Rico";"US";18.437269;-66.143306;1648;0
"Puerto Rico";"US";18.102851;-66.14914;1715;0
"Puerto Rico";"US";18.251818;-65.666416;540;0
"Puerto Rico";"US";18.28885;-66.516475;927;0
"Puerto Rico";"US";18.173559;-66.161179;1730;0
"Puerto Rico";"US";18.097597;-66.36014;1141;0
"Puerto Rico";"US";18.224687;-66.221622;912;0
"Puerto Rico";"US";18.304264;-66.327738;1975;0
"Puerto Rico";"US";18.31586;-65.28813;51;0
"Puerto Rico";"US";18.436115;-66.278669;2761;0
"Puerto Rico";"US";18.318373;-65.666866;1730;0
"Puerto Rico";"US";18.373715;-66.560488;700;0
"Puerto Rico";"US";17.982429;-66.919643;346;0
"Puerto Rico";"US";18.007516;-66.133908;1127;0
"Puerto Rico";"US";18.039942;-66.79186;510;0
"Puerto Rico";"US";18.345114;-66.114523;5859;0
"Puerto Rico";"US";18.266461;-65.979705;2775;0
"Puerto Rico";"US";18.410928;-66.796326;1692;0
"Puerto Rico";"US";18.134532;-67.113972;599;0
"Puerto Rico";"US";18.145211;-65.810174;2680;0
"Puerto Rico";"US";18.44981;-67.005093;2346;0
"Puerto Rico";"US";18.211446;-66.58878;428;0
"Puerto Rico";"US";18.050764;-66.494581;1505;0
"Puerto Rico";"US";18.223793;-65.909109;2742;0
"Puerto Rico";"US";18.011661;-67.040585;664;0
"Puerto Rico";"US";18.269035;-66.867236;1075;0
"Puerto Rico";"US";18.23679;-66.98362;332;0
"Puerto Rico";"US";18.187527;-65.869468;1962;0
"Puerto Rico";"US";18.425688;-65.89943;1578;0
"Puerto Rico";"US";18.342114;-65.725097;1083;0
"Puerto Rico";"US";18.420473;-66.490461;1888;0
"Puerto Rico";"US";18.171795;-66.942126;135;0
"Puerto Rico";"US";18.017889;-65.922235;454;0
"Puerto Rico";"US";18.2013;-67.1452;3399;0
"Puerto Rico";"US";18.377805;-67.080952;2145;0
"Puerto Rico";"US";18.316963;-66.420383;1721;0
"Puerto Rico";"US";18.230637;-65.753897;1362;0
"Puerto Rico";"US";18.288019;-66.252703;1928;0
"Puerto Rico";"US";18.215046;-66.433604;1027;0
"Puerto Rico";"US";NA;NA;434;0
"Puerto Rico";"US";18.03174;-66.012242;419;0
"Puerto Rico";"US";18.059645;-66.721572;700;0
"Puerto Rico";"US";18.059498;-66.613748;5020;0
"Puerto Rico";"US";18.439692;-66.926113;1252;0
"Puerto Rico";"US";18.335443;-67.23174;803;0
"Puerto Rico";"US";18.346329;-65.813742;2907;0
"Puerto Rico";"US";18.08282;-66.943758;629;0
"Puerto Rico";"US";18.010387;-66.256592;987;0
"Puerto Rico";"US";18.111484;-67.038581;950;0
"Puerto Rico";"US";18.386933;-66.061128;25121;0
"Puerto Rico";"US";18.147987;-65.976392;2150;0
"Puerto Rico";"US";18.328646;-66.971214;1890;0
"Puerto Rico";"US";17.994525;-66.388913;648;0
"Puerto Rico";"US";18.362406;-66.246616;4946;0
"Puerto Rico";"US";18.431446;-66.213553;5193;0
"Puerto Rico";"US";18.336159;-65.998884;3897;0
"Puerto Rico";"US";NA;NA;4403;3262
"Puerto Rico";"US";18.271214;-66.702984;1199;0
"Puerto Rico";"US";18.409346;-66.33725;2424;0
"Puerto Rico";"US";18.428262;-66.397924;3972;0
"Puerto Rico";"US";18.123276;-65.440971;194;0
"Puerto Rico";"US";18.127951;-66.473115;899;0
"Puerto Rico";"US";18.070399;-65.896289;1365;0
"Puerto Rico";"US";18.080374;-66.858814;1059;0
"Recovered";"US";NA;NA;0;0
"Rhode Island";"US";41.71018079;-71.28652315;6329;149
"Rhode Island";"US";41.67106337;-71.57641596;23514;395
"Rhode Island";"US";41.5642026;-71.26569799;9150;53
"Rhode Island";"US";41.87064746;-71.57753536;118832;2108
"Rhode Island";"US";NA;NA;13606;23
"Rhode Island";"US";41.45961631;-71.61435303;14956;178
"South Carolina";"US";34.22333378;-82.46170658;3906;50
"South Carolina";"US";33.54338026;-81.63645384;27307;354
"South Carolina";"US";32.98837386;-81.35321066;1358;21
"South Carolina";"US";34.51828081;-82.63959517;37232;784
"South Carolina";"US";33.21927586;-81.05659969;2177;63
"South Carolina";"US";33.26679302;-81.43584352;3926;85
"South Carolina";"US";32.39226291;-80.72619758;27522;316
"South Carolina";"US";33.20222596;-79.94654523;31443;353
"South Carolina";"US";33.66926881;-80.77722168;1761;53
"South Carolina";"US";32.82487866;-79.96512315;66186;730
"South Carolina";"US";35.05122251;-81.61828622;10236;256
"South Carolina";"US";34.69249168;-81.1583216;6515;118
"South Carolina";"US";34.64137396;-80.1564014;7450;145
"South Carolina";"US";33.66610974;-80.21647898;5150;136
"South Carolina";"US";32.87582989;-80.67641292;5671;190
"South Carolina";"US";34.33358335;-79.96027485;12164;230
"South Carolina";"US";34.39007791;-79.37741872;6430;115
"South Carolina";"US";33.0794369;-80.40502652;34224;385
"South Carolina";"US";33.77221995;-81.96231108;4492;57
"South Carolina";"US";34.39287073;-81.1195624;3310;93
"South Carolina";"US";34.02361754;-79.70189312;26980;549
"South Carolina";"US";33.43443342;-79.33202141;9821;183
"South Carolina";"US";34.89502264;-82.37295012;106890;1501
"South Carolina";"US";34.15272415;-82.12715789;12776;229
"South Carolina";"US";32.77419582;-81.13845571;3118;74
"South Carolina";"US";33.9212828;-78.99555293;63180;900
"South Carolina";"US";32.43171982;-81.02487495;3966;82
"South Carolina";"US";34.33988254;-80.58763164;12161;206
"South Carolina";"US";34.68270843;-80.70513032;16385;230
"South Carolina";"US";34.48244419;-82.00490796;11912;233
"South Carolina";"US";34.16393091;-80.25690731;2601;75
"South Carolina";"US";33.89665987;-81.27146426;55046;717
"South Carolina";"US";34.07859748;-79.36400756;5512;142
"South Carolina";"US";34.59905577;-79.67561152;4888;83
"South Carolina";"US";33.90161443;-82.30794338;1401;30
"South Carolina";"US";34.28629098;-81.59935761;7637;147
"South Carolina";"US";34.75225169;-83.06742317;15861;239
"South Carolina";"US";33.4391073;-80.79886287;14761;337
"South Carolina";"US";34.88807695;-82.72791551;28306;484
"South Carolina";"US";34.01791263;-80.90267209;69864;776
"South Carolina";"US";34.00795823;-81.72713237;2585;55
"South Carolina";"US";34.92960077;-81.99225984;62731;1229
"South Carolina";"US";33.91826534;-80.37942316;16549;302
"South Carolina";"US";NA;NA;0;0
"South Carolina";"US";34.68835752;-81.61730349;4812;106
"South Carolina";"US";33.62190129;-79.72767442;5700;129
"South Carolina";"US";34.97281497;-81.18085944;47721;524
"South Dakota";"US";43.71757685;-98.56050467;564;17
"South Dakota";"US";44.41464384;-98.27858469;3422;47
"South Dakota";"US";43.19486375;-101.6665572;501;9
"South Dakota";"US";42.98914167;-97.88592746;1698;30
"South Dakota";"US";44.36974375;-96.79079945;5272;39
"South Dakota";"US";45.58994323;-98.35165355;7081;101
"South Dakota";"US";43.71756379;-99.08118954;921;12
"South Dakota";"US";44.07657829;-99.20814467;462;15
"South Dakota";"US";44.90608745;-103.5079318;2006;33
"South Dakota";"US";45.77074915;-100.0510181;175;4
"South Dakota";"US";43.20660134;-98.58856175;1846;27
"South Dakota";"US";44.85834507;-97.72925109;535;5
"South Dakota";"US";42.91296147;-96.97656917;2283;17
"South Dakota";"US";44.97788119;-97.18827677;5876;86
"South Dakota";"US";45.70889983;-101.1970473;702;13
"South Dakota";"US";43.67741105;-103.4534521;1431;18
"South Dakota";"US";43.67490933;-98.14458906;3947;70
"South Dakota";"US";45.367281;-97.60737498;846;30
"South Dakota";"US";44.75994309;-96.66943645;716;11
"South Dakota";"US";45.15639647;-100.8709139;1980;32
"South Dakota";"US";43.38520741;-98.36978007;528;9
"South Dakota";"US";45.41846445;-99.21545423;652;14
"South Dakota";"US";43.23929297;-103.5275691;1113;24
"South Dakota";"US";45.07082625;-99.14535601;427;15
"South Dakota";"US";45.1723937;-96.77002276;1428;46
"South Dakota";"US";43.19419064;-99.18883902;755;30
"South Dakota";"US";44.29299053;-101.539099;339;11
"South Dakota";"US";44.67385954;-97.18829593;1055;40
"South Dakota";"US";44.54708407;-99.00386459;404;6
"South Dakota";"US";43.6746384;-97.78715148;454;5
"South Dakota";"US";45.58015551;-103.4958629;166;2
"South Dakota";"US";44.39091534;-99.99661148;3241;48
"South Dakota";"US";43.33449012;-97.75536441;1126;28
"South Dakota";"US";44.54747703;-99.48572582;208;5
"South Dakota";"US";43.69318385;-101.6255063;416;18
"South Dakota";"US";44.06637798;-98.62965972;306;17
"South Dakota";"US";43.96278565;-100.6940008;146;1
"South Dakota";"US";44.36956169;-97.4913945;944;18
"South Dakota";"US";44.02193107;-97.12926365;1625;20
"South Dakota";"US";44.35919441;-103.7929428;4606;65
"South Dakota";"US";43.27841182;-96.7203905;10722;78
"South Dakota";"US";43.89522709;-99.85201878;789;11
"South Dakota";"US";45.75870838;-97.59855639;495;8
"South Dakota";"US";43.6742571;-97.36863144;971;25
"South Dakota";"US";45.76626028;-99.22118798;348;7
"South Dakota";"US";44.56676791;-102.7162741;4815;51
"South Dakota";"US";43.58078848;-100.7563186;331;4
"South Dakota";"US";44.02197882;-97.60992207;364;11
"South Dakota";"US";43.67441641;-96.7910885;39147;399
"South Dakota";"US";44.02266214;-96.67081159;833;21
"South Dakota";"US";43.33749164;-102.5555498;2493;54
"South Dakota";"US";44.0025835;-102.8240777;22112;263
"South Dakota";"US";45.49049506;-102.4755586;445;16
"South Dakota";"US";45.06583079;-99.95498503;451;4
"South Dakota";"US";45.62975048;-96.94672673;1621;45
"South Dakota";"US";44.02351092;-98.0909816;402;3
"South Dakota";"US";44.93837606;-98.34626602;1064;27
"South Dakota";"US";44.41381872;-100.7349153;467;3
"South Dakota";"US";44.71571812;-100.1278092;178;3
"South Dakota";"US";43.19338568;-100.7195503;1732;37
"South Dakota";"US";43.34459388;-99.8854891;893;20
"South Dakota";"US";43.3109081;-97.14865776;1391;61
"South Dakota";"US";NA;NA;0;0
"South Dakota";"US";42.83112163;-96.6557828;2800;46
"South Dakota";"US";45.43019636;-100.0307514;950;19
"South Dakota";"US";43.00924485;-97.39467635;3897;41
"South Dakota";"US";44.97881876;-101.6654622;461;10
"Tennessee";"US";36.12684348;-84.19965764;13358;232
"Tennessee";"US";35.51123746;-86.45549096;9419;158
"Tennessee";"US";36.07110411;-88.06849355;2907;55
"Tennessee";"US";35.59942968;-85.20611967;3530;18
"Tennessee";"US";35.68938198;-83.92847788;24208;272
"Tennessee";"US";35.15739424;-84.857186;22475;212
"Tennessee";"US";36.40355516;-84.1510856;7468;88
"Tennessee";"US";35.80990797;-86.05738983;2832;43
"Tennessee";"US";35.97366108;-88.45189331;5849;107
"Tennessee";"US";36.28969086;-82.12588974;10760;223
"Tennessee";"US";36.26136216;-87.08903581;7096;76
"Tennessee";"US";35.42527478;-88.6095842;3574;75
"Tennessee";"US";36.48319149;-83.65947309;5811;115
"Tennessee";"US";36.55151008;-85.53930419;1547;37
"Tennessee";"US";35.9278914;-83.11828725;7541;109
"Tennessee";"US";35.49090731;-86.07311784;10769;163
"Tennessee";"US";35.81830662;-89.14916269;3392;62
"Tennessee";"US";35.95271721;-84.99840585;11372;227
"Tennessee";"US";36.17007426;-86.78646056;123266;1192
"Tennessee";"US";35.97616272;-85.83689361;4264;76
"Tennessee";"US";35.60048904;-88.11043779;2468;44
"Tennessee";"US";36.14669837;-87.35891709;10659;169
"Tennessee";"US";36.05931946;-89.41542855;8156;150
"Tennessee";"US";35.19615831;-89.41399032;7414;108
"Tennessee";"US";36.38128818;-84.92870012;3747;68
"Tennessee";"US";35.15634626;-86.09201039;8123;103
"Tennessee";"US";35.99438059;-88.93358327;10778;191
"Tennessee";"US";35.20222469;-87.03992678;6140;127
"Tennessee";"US";36.27469206;-83.51254721;4467;68
"Tennessee";"US";36.17470125;-82.84691273;14092;247
"Tennessee";"US";35.38433717;-85.72142731;2920;40
"Tennessee";"US";36.21990035;-83.26586179;13211;206
"Tennessee";"US";35.17670231;-85.16652245;64670;669
"Tennessee";"US";36.52692871;-83.22375847;1243;20
"Tennessee";"US";35.20772017;-88.99161161;5160;84
"Tennessee";"US";35.19732531;-88.18593755;5646;88
"Tennessee";"US";36.44355426;-82.94885298;10583;179
"Tennessee";"US";35.58332824;-89.28536625;3895;77
"Tennessee";"US";35.65581134;-88.38600175;5857;105
"Tennessee";"US";36.33160906;-88.30121797;5553;88
"Tennessee";"US";35.80609681;-87.47643507;4707;78
"Tennessee";"US";36.28872054;-87.71878828;1874;45
"Tennessee";"US";36.03958805;-87.77992872;3320;48
"Tennessee";"US";36.36380466;-85.67239905;2106;40
"Tennessee";"US";36.04818632;-83.45148924;10088;149
"Tennessee";"US";36.4552395;-81.84886538;3853;52
"Tennessee";"US";35.99508821;-83.94635435;80093;946
"Tennessee";"US";36.3418017;-89.48921915;2022;31
"Tennessee";"US";35.75893438;-89.6301591;5248;68
"Tennessee";"US";35.21675201;-87.39787695;9701;125
"Tennessee";"US";35.52853208;-87.49022694;2555;41
"Tennessee";"US";35.13738622;-86.58910106;6800;87
"Tennessee";"US";35.73939663;-84.31145275;9365;101
"Tennessee";"US";36.53157855;-86.00778595;5529;94
"Tennessee";"US";35.61181957;-88.84076036;17979;323
"Tennessee";"US";35.12997174;-85.62265895;5867;57
"Tennessee";"US";35.45798777;-86.76420988;6942;90
"Tennessee";"US";35.6187413;-87.07462444;19688;237
"Tennessee";"US";35.42812616;-84.61520715;10669;137
"Tennessee";"US";35.17468549;-88.5647812;4744;71
"Tennessee";"US";35.51558739;-84.81482914;2215;30
"Tennessee";"US";35.44550387;-84.24902965;9875;126
"Tennessee";"US";36.49609412;-87.38550661;33395;347
"Tennessee";"US";35.27724699;-86.36230578;1450;24
"Tennessee";"US";36.13248031;-84.64880098;3880;50
"Tennessee";"US";36.35732446;-89.14921589;6776;112
"Tennessee";"US";NA;NA;29350;139
"Tennessee";"US";36.34117832;-85.28989535;4880;83
"Tennessee";"US";35.63708728;-87.86139634;1634;34
"Tennessee";"US";36.55606529;-85.077633;1111;25
"Tennessee";"US";35.12245443;-84.52075859;3231;31
"Tennessee";"US";36.14005459;-85.50646123;16957;223
"Tennessee";"US";35.60536161;-84.93076643;7067;97
"Tennessee";"US";35.84923189;-84.52458689;10248;159
"Tennessee";"US";36.52454807;-86.87346725;14282;196
"Tennessee";"US";35.84591405;-86.4107263;63136;574
"Tennessee";"US";36.42325673;-84.50360494;5608;62
"Tennessee";"US";35.36979721;-85.41022136;3045;33
"Tennessee";"US";35.78077323;-83.52244332;20463;280
"Tennessee";"US";35.1864775;-89.89692423;146682;2307
"Tennessee";"US";36.25359775;-85.95411046;4230;53
"Tennessee";"US";36.50235092;-87.83920548;2175;35
"Tennessee";"US";36.51240691;-82.30412917;27710;438
"Tennessee";"US";36.46824103;-86.45917204;34924;425
"Tennessee";"US";35.501942;-89.73694895;11593;140
"Tennessee";"US";36.39026213;-86.16087954;3219;26
"Tennessee";"US";NA;NA;22043;128
"Tennessee";"US";36.10890856;-82.43709629;3211;65
"Tennessee";"US";36.28590426;-83.83651902;3372;50
"Tennessee";"US";35.69864497;-85.45221699;1269;29
"Tennessee";"US";35.6728299;-85.77969117;8764;128
"Tennessee";"US";36.29472368;-82.4945472;22460;335
"Tennessee";"US";35.23868267;-87.78644456;4133;39
"Tennessee";"US";36.29896232;-88.71990865;6326;89
"Tennessee";"US";35.92929884;-85.45591799;5709;98
"Tennessee";"US";35.89099229;-86.89281867;40479;276
"Tennessee";"US";36.15496772;-86.29775884;27558;343
"Texas";"US";31.81534745;-95.65354823;8099;205
"Texas";"US";32.30468633;-102.6376548;2920;64
"Texas";"US";31.25457347;-94.60901487;13852;418
"Texas";"US";28.10556197;-96.9995047;2612;67
"Texas";"US";33.61569967;-98.68754589;1297;23
"Texas";"US";34.96507426;-101.3574874;296;7
"Texas";"US";28.89333001;-98.52730485;8684;206
"Texas";"US";29.88548725;-96.27736949;3631;56
"Texas";"US";34.06854817;-102.8299707;1017;28
"Texas";"US";29.74619598;-99.24598147;2411;61
"Texas";"US";30.10370699;-97.31206354;14379;183
"Texas";"US";33.61640794;-99.21352901;580;24
"Texas";"US";28.41761668;-97.74215593;5344;132
"Texas";"US";31.03736027;-97.4785025;39510;734
"Texas";"US";29.44928723;-98.52019748;325490;5254
"Texas";"US";30.26640707;-98.3999852;1270;28
"Texas";"US";32.74363984;-101.4316509;43;2
"Texas";"US";31.89978581;-97.63613524;2451;57
"Texas";"US";33.44626922;-94.41834132;12858;342
"Texas";"US";29.18757369;-95.44563172;60623;850
"Texas";"US";30.6636448;-96.30205577;38929;363
"Texas";"US";29.81008251;-103.2520326;1103;22
"Texas";"US";34.53026962;-101.2084947;238;7
"Texas";"US";27.03103197;-98.21808402;1127;47
"Texas";"US";31.77430356;-98.99907113;7137;173
"Texas";"US";30.49273808;-96.62158484;3304;60
"Texas";"US";30.78801353;-98.181887;7501;130
"Texas";"US";29.83668859;-97.61814775;8500;153
"Texas";"US";28.47048236;-96.61633945;3911;36
"Texas";"US";32.29760619;-99.37326312;1876;57
"Texas";"US";26.14524221;-97.48140372;66674;1815
"Texas";"US";32.97195142;-94.97790104;2038;67
"Texas";"US";35.40365929;-101.3542669;831;24
"Texas";"US";33.07499881;-94.34646905;4513;154
"Texas";"US";34.53016752;-102.2617243;1364;38
"Texas";"US";29.70972016;-94.67154501;8856;58
"Texas";"US";31.837258;-95.16559897;6887;227
"Texas";"US";34.5293041;-100.2077916;1608;21
"Texas";"US";33.78686685;-98.20771198;1575;25
"Texas";"US";33.60425307;-102.8284499;482;19
"Texas";"US";31.88911733;-100.5297533;683;18
"Texas";"US";31.76736834;-99.45240766;1173;54
"Texas";"US";33.18820114;-96.57264368;131507;1158
"Texas";"US";34.96489496;-100.2700111;420;11
"Texas";"US";29.622098;-96.5273805;2604;54
"Texas";"US";29.80811278;-98.27647225;19973;464
"Texas";"US";31.94854689;-98.55876441;2333;66
"Texas";"US";31.32635934;-99.86473038;714;10
"Texas";"US";33.63979567;-97.21240912;5177;105
"Texas";"US";31.39078397;-97.79936155;10753;166
"Texas";"US";34.07783319;-100.2785062;239;9
"Texas";"US";31.43052248;-102.5143314;895;19
"Texas";"US";30.72367027;-101.4134238;786;16
"Texas";"US";33.61431553;-101.3000364;1034;37
"Texas";"US";31.44506775;-104.5185739;405;11
"Texas";"US";36.27787176;-102.6020725;1286;29
"Texas";"US";32.76670599;-96.7779605;411446;5560
"Texas";"US";32.74255572;-101.9477242;2200;80
"Texas";"US";29.08101855;-97.3568117;3018;84
"Texas";"US";34.96522957;-102.6054267;3486;84
"Texas";"US";33.38570922;-95.66921122;628;22
"Texas";"US";33.20521901;-97.11691153;110130;1044
"Texas";"US";33.61616822;-100.7788855;257;13
"Texas";"US";28.42270064;-99.75645095;3800;46
"Texas";"US";34.96517499;-100.8140093;618;18
"Texas";"US";27.68184592;-98.50864568;1975;59
"Texas";"US";32.32743996;-98.83243566;2200;81
"Texas";"US";31.86898877;-102.5429428;26311;551
"Texas";"US";29.98202582;-100.304252;334;8
"Texas";"US";31.76980765;-106.2363275;156094;2929
"Texas";"US";32.34894117;-96.79371841;34028;478
"Texas";"US";32.23602653;-98.21773417;6427;105
"Texas";"US";31.25350609;-96.93630086;2603;50
"Texas";"US";33.59564294;-96.10751083;5057;153
"Texas";"US";29.87788372;-96.92076062;3629;93
"Texas";"US";32.74281316;-100.4019302;431;17
"Texas";"US";34.07227468;-101.3031546;1207;40
"Texas";"US";33.97308618;-99.7767797;183;10
"Texas";"US";29.52704478;-95.77219463;101482;992
"Texas";"US";33.17653242;-95.21917243;1351;37
"Texas";"US";31.70422788;-96.15072516;2779;71
"Texas";"US";28.86751206;-99.10804207;4014;76
"Texas";"US";32.74055318;-102.6353295;2184;65
"Texas";"US";29.40167322;-94.90469073;64999;707
"Texas";"US";33.17969345;-101.2984114;742;22
"Texas";"US";30.31824095;-98.94676915;3603;82
"Texas";"US";31.86942909;-101.5207776;156;3
"Texas";"US";28.65696592;-97.42760647;670;28
"Texas";"US";29.45634206;-97.49424032;3571;85
"Texas";"US";35.40081878;-100.8129222;3782;83
"Texas";"US";33.62744998;-96.67753461;16432;506
"Texas";"US";32.47940482;-94.81591935;19402;575
"Texas";"US";30.54579585;-95.98902499;5270;108
"Texas";"US";29.58165339;-97.94786822;24781;344
"Texas";"US";34.07044901;-101.8268114;8100;194
"Texas";"US";34.5307555;-100.6813852;566;15
"Texas";"US";31.70470573;-98.11083887;1321;29
"Texas";"US";36.27743284;-101.3545796;1155;26
"Texas";"US";34.28944521;-99.74632408;456;14
"Texas";"US";30.33364686;-94.38931817;10466;212
"Texas";"US";29.85864939;-95.39339521;583857;9475
"Texas";"US";32.54935988;-94.36934071;9215;184
"Texas";"US";35.84008013;-102.6029022;934;2
"Texas";"US";33.17823584;-99.73037358;642;32
"Texas";"US";30.05669873;-98.02944344;33559;403
"Texas";"US";35.83764858;-100.2703577;714;3
"Texas";"US";32.21128872;-95.85846587;9902;347
"Texas";"US";26.39418217;-98.18299696;118786;3489
"Texas";"US";31.99045053;-97.13423143;5851;168
"Texas";"US";33.60771256;-102.3431676;4406;133
"Texas";"US";32.42990927;-97.83242024;9864;211
"Texas";"US";33.14875072;-95.56351139;5450;146
"Texas";"US";31.31925973;-95.42226208;2867;86
"Texas";"US";32.30621324;-101.4356444;5844;142
"Texas";"US";31.45628381;-105.388178;597;14
"Texas";"US";33.12351514;-96.08551032;11062;311
"Texas";"US";35.84006574;-101.3546643;3939;94
"Texas";"US";31.30375559;-100.982439;192;2
"Texas";"US";33.23377248;-98.17283469;984;21
"Texas";"US";28.95472367;-96.57749563;2786;52
"Texas";"US";30.74685667;-94.02667579;4091;161
"Texas";"US";30.71490589;-104.1399973;210;6
"Texas";"US";29.8832777;-94.16434171;31877;724
"Texas";"US";27.04453923;-98.6968187;912;20
"Texas";"US";27.73103938;-98.0904705;7220;181
"Texas";"US";32.37877812;-97.36615819;29184;567
"Texas";"US";32.73997145;-99.87861576;3250;76
"Texas";"US";28.90705334;-97.85960149;4135;58
"Texas";"US";32.5991417;-96.28734728;24226;436
"Texas";"US";29.94414155;-98.7113588;5255;102
"Texas";"US";26.92601662;-97.66413984;61;2
"Texas";"US";33.18104136;-100.7780939;125;3
"Texas";"US";30.06040006;-99.34930144;6816;138
"Texas";"US";30.48678918;-99.74856473;450;11
"Texas";"US";33.61643847;-100.2558057;21;0
"Texas";"US";29.34967888;-100.4186638;516;10
"Texas";"US";27.42435506;-97.69894948;4347;132
"Texas";"US";33.60519951;-99.7422906;359;21
"Texas";"US";28.34453111;-99.09908775;1332;40
"Texas";"US";33.66981763;-95.57404777;8952;215
"Texas";"US";34.06859623;-102.3516289;3019;91
"Texas";"US";31.19531316;-98.24206613;3573;68
"Texas";"US";29.38508402;-96.93186692;3218;99
"Texas";"US";30.31120597;-96.97045773;2977;54
"Texas";"US";31.29872538;-95.9936328;2477;70
"Texas";"US";30.15152688;-94.81205615;13040;357
"Texas";"US";31.5454767;-96.58095444;3666;111
"Texas";"US";36.27783108;-100.2733151;438;12
"Texas";"US";28.35101362;-98.1246786;1758;38
"Texas";"US";30.70645047;-98.68475262;2657;76
"Texas";"US";31.84947612;-103.5818571;8;0
"Texas";"US";33.61008596;-101.8204789;67049;1037
"Texas";"US";33.17657705;-101.8162849;861;27
"Texas";"US";30.96694679;-95.93003775;2507;45
"Texas";"US";32.79868409;-94.3566123;1187;51
"Texas";"US";32.30600051;-101.9513518;846;24
"Texas";"US";30.71780434;-99.22629416;578;8
"Texas";"US";28.81955746;-96.01230294;6107;159
"Texas";"US";28.7429195;-100.3157686;12890;412
"Texas";"US";31.1925468;-99.34682807;952;38
"Texas";"US";31.55255453;-97.20217694;42918;748
"Texas";"US";28.35251708;-98.56769164;117;8
"Texas";"US";29.3557301;-99.11030298;6995;167
"Texas";"US";30.88990665;-99.8204794;342;11
"Texas";"US";31.86904128;-102.0315682;29185;380
"Texas";"US";30.7858183;-96.97718698;3793;89
"Texas";"US";31.49557106;-98.59272068;853;28
"Texas";"US";32.30623474;-100.9212058;993;41
"Texas";"US";33.67521893;-97.72500958;3136;96
"Texas";"US";30.30079133;-95.50572772;88759;1108
"Texas";"US";35.83769242;-101.8930281;3609;88
"Texas";"US";33.11304005;-94.73255695;1660;56
"Texas";"US";34.07408766;-100.779722;170;9
"Texas";"US";31.62017125;-94.61803994;7876;233
"Texas";"US";32.04620681;-96.47428766;8846;189
"Texas";"US";30.78548982;-93.74408813;948;54
"Texas";"US";32.30365282;-100.4060208;2522;79
"Texas";"US";27.736286;-97.5433285;67766;1283
"Texas";"US";36.27829105;-100.8158184;1579;38
"Texas";"US";35.40425596;-102.6027606;375;6
"Texas";"US";30.11879481;-93.89412775;13808;297
"Texas";"US";32.75310985;-98.31319001;4833;122
"Texas";"US";32.1639596;-94.30552481;2978;108
"Texas";"US";32.77757172;-97.80500621;24755;342
"Texas";"US";34.52993409;-102.7844668;1560;41
"Texas";"US";30.78097267;-102.7241261;2344;53
"Texas";"US";30.79472531;-94.8276624;5955;214
"Texas";"US";35.40133773;-101.893964;24418;563
"Texas";"US";29.99954402;-104.2408079;914;28
"Texas";"US";32.87109387;-95.79232691;1531;48
"Texas";"US";34.96585996;-101.8971322;25032;368
"Texas";"US";31.36607041;-101.5232659;605;10
"Texas";"US";29.83321503;-99.82018052;567;20
"Texas";"US";33.61886692;-95.04841765;1411;55
"Texas";"US";31.32323325;-103.6903896;3698;57
"Texas";"US";28.3238976;-97.15766311;1201;31
"Texas";"US";35.83809685;-100.813175;103;1
"Texas";"US";31.02539637;-96.51272246;2968;66
"Texas";"US";32.89779518;-96.40771592;17801;223
"Texas";"US";31.8314342;-99.97616148;1731;54
"Texas";"US";32.10773545;-94.76176432;8160;188
"Texas";"US";31.34318809;-93.85440451;961;75
"Texas";"US";31.39457611;-94.17000399;897;36
"Texas";"US";30.57933681;-95.16260304;2898;80
"Texas";"US";28.00880118;-97.51763891;7157;296
"Texas";"US";31.1577796;-98.81758731;996;28
"Texas";"US";30.89740592;-100.5384842;361;9
